# x, y, theta, v_l, v_r
9.25, 237.78, -2.453, -0.10, 0.00
9.25, 237.78, -2.452, -0.10, 0.00
9.25, 237.78, -2.451, -0.10, 0.00
9.25, 237.78, -2.450, -0.10, 0.00
9.25, 237.78, -2.449, -0.10, 0.00
9.25, 237.78, -2.448, -0.10, 0.00
9.25, 237.78, -2.447, -0.10, 0.00
9.25, 237.78, -2.447, -0.10, 0.00
9.25, 237.78, -2.446, -0.10, 0.00
9.25, 237.79, -2.445, -0.10, 0.00
9.25, 237.79, -2.444, -0.10, 0.00
9.25, 237.79, -2.443, -0.10, 0.00
9.25, 237.79, -2.442, -0.10, 0.00
9.25, 237.79, -2.441, -0.10, 0.00
9.25, 237.79, -2.440, -0.10, 0.00
9.26, 237.79, -2.439, -0.10, 0.00
9.26, 237.79, -2.438, -0.10, 0.00
9.26, 237.79, -2.437, -0.10, 0.00
9.26, 237.79, -2.436, -0.10, 0.00
9.26, 237.79, -2.435, -0.10, 0.00
9.26, 237.79, -2.434, -0.10, 0.00
9.26, 237.79, -2.433, -0.10, 0.00
9.26, 237.79, -2.432, -0.10, 0.00
9.26, 237.79, -2.431, -0.10, 0.00
9.26, 237.79, -2.430, -0.10, 0.00
9.26, 237.79, -2.429, -0.10, 0.00
9.26, 237.79, -2.428, -0.10, 0.00
9.26, 237.79, -2.427, -0.10, 0.00
9.26, 237.79, -2.426, -0.10, 0.00
9.26, 237.79, -2.425, -0.10, 0.00
9.26, 237.79, -2.424, -0.10, 0.00
9.26, 237.79, -2.423, -0.10, 0.00
9.26, 237.79, -2.422, -0.10, 0.00
9.26, 237.79, -2.421, -0.10, 0.00
9.26, 237.79, -2.420, -0.10, 0.00
9.26, 237.79, -2.419, -0.10, 0.00
9.26, 237.79, -2.418, -0.10, 0.00
9.26, 237.79, -2.417, -0.10, 0.00
9.26, 237.79, -2.416, -0.10, 0.00
9.26, 237.79, -2.415, -0.10, 0.00
9.26, 237.79, -2.414, -0.10, 0.00
9.26, 237.80, -2.413, -0.10, 0.00
9.27, 237.80, -2.412, -0.10, 0.00
9.27, 237.80, -2.411, -0.10, 0.00
9.27, 237.80, -2.410, -0.10, 0.00
9.27, 237.80, -2.409, -0.10, 0.00
9.27, 237.80, -2.408, -0.10, 0.00
9.27, 237.80, -2.407, -0.10, 0.00
9.27, 237.80, -2.406, -0.10, 0.00
9.27, 237.80, -2.405, -0.10, 0.00
9.27, 237.80, -2.404, -0.10, 0.00
9.27, 237.80, -2.403, -0.10, 0.00
9.27, 237.80, -2.403, -0.10, 0.00
9.27, 237.80, -2.402, -0.10, 0.00
9.27, 237.80, -2.401, -0.10, 0.00
9.27, 237.80, -2.400, -0.10, 0.00
9.27, 237.80, -2.399, -0.10, 0.00
9.27, 237.80, -2.398, -0.10, 0.00
9.27, 237.80, -2.397, -0.10, 0.00
9.27, 237.80, -2.396, -0.10, 0.00
9.27, 237.80, -2.395, -0.10, 0.00
9.27, 237.80, -2.394, -0.10, 0.00
9.27, 237.80, -2.393, -0.10, 0.00
9.27, 237.80, -2.392, -0.10, 0.00
9.27, 237.80, -2.391, -0.10, 0.00
9.27, 237.80, -2.390, -0.10, 0.00
9.27, 237.80, -2.389, -0.10, 0.00
9.27, 237.80, -2.388, -0.10, 0.00
9.27, 237.80, -2.387, -0.10, 0.00
9.28, 237.80, -2.386, -0.10, 0.00
9.28, 237.80, -2.385, -0.10, 0.00
9.28, 237.81, -2.384, -0.10, 0.00
9.28, 237.81, -2.383, -0.10, 0.00
9.28, 237.81, -2.382, -0.10, 0.00
9.28, 237.81, -2.381, -0.10, 0.00
9.28, 237.81, -2.380, -0.10, 0.00
9.28, 237.81, -2.379, -0.10, 0.00
9.28, 237.81, -2.378, -0.10, 0.00
9.28, 237.81, -2.377, -0.10, 0.00
9.28, 237.81, -2.376, -0.10, 0.00
9.28, 237.81, -2.375, -0.10, 0.00
9.28, 237.81, -2.374, -0.10, 0.00
9.28, 237.81, -2.373, -0.10, 0.00
9.28, 237.81, -2.372, -0.10, 0.00
9.28, 237.81, -2.371, -0.10, 0.00
9.28, 237.81, -2.370, -0.10, 0.00
9.28, 237.81, -2.369, -0.10, 0.00
9.28, 237.81, -2.368, -0.10, 0.00
9.28, 237.81, -2.367, -0.10, 0.00
9.28, 237.81, -2.366, -0.10, 0.00
9.28, 237.81, -2.365, -0.10, 0.00
9.28, 237.81, -2.364, -0.10, 0.00
9.28, 237.81, -2.363, -0.10, 0.00
9.28, 237.81, -2.362, -0.10, 0.00
9.28, 237.81, -2.361, -0.10, 0.00
9.28, 237.81, -2.360, -0.10, 0.00
9.28, 237.81, -2.360, -0.10, 0.00
9.28, 237.81, -2.359, -0.10, 0.00
9.29, 237.81, -2.358, -0.10, 0.00
9.29, 237.81, -2.357, -0.10, 0.00
9.29, 237.82, -2.356, -0.10, 0.00
9.29, 237.82, -2.355, -0.10, 0.00
9.29, 237.82, -2.354, -0.10, 0.00
9.29, 237.82, -2.353, -0.10, 0.00
9.29, 237.82, -2.352, -0.10, 0.00
9.29, 237.82, -2.351, -0.10, 0.00
9.29, 237.82, -2.350, -0.10, 0.00
9.29, 237.82, -2.349, -0.10, 0.00
9.29, 237.82, -2.348, -0.10, 0.00
9.29, 237.82, -2.347, -0.10, 0.00
9.29, 237.82, -2.346, -0.10, 0.00
9.29, 237.82, -2.345, -0.10, 0.00
9.29, 237.82, -2.344, -0.10, 0.00
9.29, 237.82, -2.343, -0.10, 0.00
9.29, 237.82, -2.342, -0.10, 0.00
9.29, 237.82, -2.341, -0.10, 0.00
9.29, 237.82, -2.340, -0.10, 0.00
9.29, 237.82, -2.339, -0.10, 0.00
9.29, 237.82, -2.338, -0.10, 0.00
9.29, 237.82, -2.337, -0.10, 0.00
9.29, 237.82, -2.336, -0.10, 0.00
9.29, 237.82, -2.335, -0.10, 0.00
9.29, 237.82, -2.334, -0.10, 0.00
9.29, 237.82, -2.333, -0.10, 0.00
9.29, 237.82, -2.332, -0.10, 0.00
9.29, 237.82, -2.331, -0.10, 0.00
9.29, 237.82, -2.330, -0.10, 0.00
9.30, 237.82, -2.329, -0.10, 0.00
9.30, 237.82, -2.328, -0.10, 0.00
9.30, 237.83, -2.327, -0.10, 0.00
9.30, 237.83, -2.326, -0.10, 0.00
9.30, 237.83, -2.325, -0.10, 0.00
9.30, 237.83, -2.324, -0.10, 0.00
9.30, 237.83, -2.323, -0.10, 0.00
9.30, 237.83, -2.322, -0.10, 0.00
9.30, 237.83, -2.321, -0.10, 0.00
9.30, 237.83, -2.320, -0.10, 0.00
9.30, 237.83, -2.319, -0.10, 0.00
9.30, 237.83, -2.318, -0.10, 0.00
9.30, 237.83, -2.317, -0.10, 0.00
9.30, 237.83, -2.316, -0.10, 0.00
9.30, 237.83, -2.316, -0.10, 0.00
9.30, 237.83, -2.315, -0.10, 0.00
9.30, 237.83, -2.314, -0.10, 0.00
9.30, 237.83, -2.313, -0.10, 0.00
9.30, 237.83, -2.312, -0.10, 0.00
9.30, 237.83, -2.311, -0.10, 0.00
9.30, 237.83, -2.310, -0.10, 0.00
9.30, 237.83, -2.309, -0.10, 0.00
9.30, 237.83, -2.308, -0.10, 0.00
9.30, 237.83, -2.307, -0.10, 0.00
9.30, 237.83, -2.306, -0.10, 0.00
9.30, 237.83, -2.305, -0.10, 0.00
9.30, 237.83, -2.304, -0.10, 0.00
9.30, 237.83, -2.303, -0.10, 0.00
9.30, 237.83, -2.302, -0.10, 0.00
9.30, 237.84, -2.301, -0.10, 0.00
9.31, 237.84, -2.300, -0.10, 0.00
9.31, 237.84, -2.299, -0.10, 0.00
9.31, 237.84, -2.298, -0.10, 0.00
9.31, 237.84, -2.297, -0.10, 0.00
9.31, 237.84, -2.296, -0.10, 0.00
9.31, 237.84, -2.295, -0.10, 0.00
9.31, 237.84, -2.294, -0.10, 0.00
9.31, 237.84, -2.293, -0.10, 0.00
9.31, 237.84, -2.292, -0.10, 0.00
9.31, 237.84, -2.291, -0.10, 0.00
9.31, 237.84, -2.290, -0.10, 0.00
9.31, 237.84, -2.289, -0.10, 0.00
9.31, 237.84, -2.288, -0.10, 0.00
9.31, 237.84, -2.287, -0.10, 0.00
9.31, 237.84, -2.286, -0.10, 0.00
9.31, 237.84, -2.285, -0.10, 0.00
9.31, 237.84, -2.284, -0.10, 0.00
9.31, 237.84, -2.283, -0.10, 0.00
9.31, 237.84, -2.282, -0.10, 0.00
9.31, 237.84, -2.281, -0.10, 0.00
9.31, 237.84, -2.280, -0.10, 0.00
9.31, 237.84, -2.279, -0.10, 0.00
9.31, 237.84, -2.278, -0.10, 0.00
9.31, 237.84, -2.277, -0.10, 0.00
9.31, 237.84, -2.276, -0.10, 0.00
9.31, 237.84, -2.275, -0.10, 0.00
9.31, 237.84, -2.274, -0.10, 0.00
9.31, 237.85, -2.273, -0.10, 0.00
9.31, 237.85, -2.273, -0.10, 0.00
9.31, 237.85, -2.272, -0.10, 0.00
9.31, 237.85, -2.271, -0.10, 0.00
9.31, 237.85, -2.270, -0.10, 0.00
9.32, 237.85, -2.269, -0.10, 0.00
9.32, 237.85, -2.268, -0.10, 0.00
9.32, 237.85, -2.267, -0.10, 0.00
9.32, 237.85, -2.266, -0.10, 0.00
9.32, 237.85, -2.265, -0.10, 0.00
9.32, 237.85, -2.264, -0.10, 0.00
9.32, 237.85, -2.263, -0.10, 0.00
9.32, 237.85, -2.262, -0.10, 0.00
9.32, 237.85, -2.261, -0.10, 0.00
9.32, 237.85, -2.260, -0.10, 0.00
9.32, 237.85, -2.259, -0.10, 0.00
9.32, 237.85, -2.258, -0.10, 0.00
9.32, 237.85, -2.257, -0.10, 0.00
9.32, 237.85, -2.256, -0.10, 0.00
9.32, 237.85, -2.255, -0.10, 0.00
9.32, 237.85, -2.254, -0.10, 0.00
9.32, 237.85, -2.253, -0.10, 0.00
9.32, 237.85, -2.252, -0.10, 0.00
9.32, 237.85, -2.251, -0.10, 0.00
9.32, 237.85, -2.250, -0.10, 0.00
9.32, 237.85, -2.249, -0.10, 0.00
9.32, 237.86, -2.248, -0.10, 0.00
9.32, 237.86, -2.247, -0.10, 0.00
9.32, 237.86, -2.246, -0.10, 0.00
9.32, 237.86, -2.245, -0.10, 0.00
9.32, 237.86, -2.244, -0.10, 0.00
9.32, 237.86, -2.243, -0.10, 0.00
9.32, 237.86, -2.242, -0.10, 0.00
9.32, 237.86, -2.241, -0.10, 0.00
9.32, 237.86, -2.240, -0.10, 0.00
9.32, 237.86, -2.239, -0.10, 0.00
9.32, 237.86, -2.238, -0.10, 0.00
9.33, 237.86, -2.237, -0.10, 0.00
9.33, 237.86, -2.236, -0.10, 0.00
9.33, 237.86, -2.235, -0.10, 0.00
9.33, 237.86, -2.234, -0.10, 0.00
9.33, 237.86, -2.233, -0.10, 0.00
9.33, 237.86, -2.232, -0.10, 0.00
9.33, 237.86, -2.231, -0.10, 0.00
9.33, 237.86, -2.230, -0.10, 0.00
9.33, 237.86, -2.229, -0.10, 0.00
9.33, 237.86, -2.229, -0.10, 0.00
9.33, 237.86, -2.228, -0.10, 0.00
9.33, 237.86, -2.227, -0.10, 0.00
9.33, 237.86, -2.226, -0.10, 0.00
9.33, 237.86, -2.225, -0.10, 0.00
9.33, 237.86, -2.224, -0.10, 0.00
9.33, 237.87, -2.223, -0.10, 0.00
9.33, 237.87, -2.222, -0.10, 0.00
9.33, 237.87, -2.221, -0.10, 0.00
9.33, 237.87, -2.220, -0.10, 0.00
9.33, 237.87, -2.219, -0.10, 0.00
9.33, 237.87, -2.218, -0.10, 0.00
9.33, 237.87, -2.217, -0.10, 0.00
9.33, 237.87, -2.216, -0.10, 0.00
9.33, 237.87, -2.215, -0.10, 0.00
9.33, 237.87, -2.214, -0.10, 0.00
9.33, 237.87, -2.213, -0.10, 0.00
9.33, 237.87, -2.212, -0.10, 0.00
9.33, 237.87, -2.211, -0.10, 0.00
9.33, 237.87, -2.210, -0.10, 0.00
9.33, 237.87, -2.209, -0.10, 0.00
9.33, 237.87, -2.208, -0.10, 0.00
9.33, 237.87, -2.207, -0.10, 0.00
9.33, 237.87, -2.206, -0.10, 0.00
9.33, 237.87, -2.205, -0.10, 0.00
9.34, 237.87, -2.204, -0.10, 0.00
9.34, 237.87, -2.203, -0.10, 0.00
9.34, 237.87, -2.202, -0.10, 0.00
9.34, 237.87, -2.201, -0.10, 0.00
9.34, 237.87, -2.200, -0.10, 0.00
9.34, 237.87, -2.199, -0.10, 0.00
9.34, 237.87, -2.198, -0.10, 0.00
9.34, 237.88, -2.197, -0.10, 0.00
9.34, 237.88, -2.196, -0.10, 0.00
9.34, 237.88, -2.195, -0.10, 0.00
9.34, 237.88, -2.194, -0.10, 0.00
9.34, 237.88, -2.193, -0.10, 0.00
9.34, 237.88, -2.192, -0.10, 0.00
9.34, 237.88, -2.191, -0.10, 0.00
